	S16_52	S16_29	OB18	S16_24	CS2B	S16_2	CS12A	S16_28	S16_39	S16_41	S16_30	S16_5	OB17	S19_22	S19_25	OB4	CS7A	S16_56	S19_31	S16_57	S19_3	CS14A	OB14	CS1A	OB33	S16_31	S16_17	S16_15	CS4B	CS6B	OB5	S16_22	OB27	S16_7	S16_34	OB6	OB12	S16_50	CS8A	CS10B	CS3A	OB21	OB7	S16_10	S16_14	S16_23	CS10A	CS13A	S16_6	S16_44	OB26	OB16	OB31	S19_42	CS2A	S19_27	S19_18	CS5A	S16_49	OB19	S16_19	S19_26	S16_36	S19_12	S16_53	S19_5	OB29	S16_32	OB23	S16_48	S16_37	CS11A	S16_27	S19_29	S16_8	OB15	S19_13	S19_33	S16_51	S16_35	S19_4	S19_24	S19_10	S19_32	S19_43	S16_12	S16_33	OB24	CS17B	S19_38	S16_55	S16_38	S16_58	S19_45	OB10	OB22	CS16B	CS8B	S19_39	S16_61	S19_1	S19_8	CS9B	OB30	S19_34	OB36	CS7B	CS12B	CS13B	S16_54	OB11	S19_28	S19_23	S16_64	OB32	S16_20	S19_36	S16_40	OB1	S19_40	CS18B	S16_13	S16_21	S16_26	S16_3	S16_47	S19_37	OB28	S16_59	S19_16	OB25	CS15B	S19_44	OB20	S19_11	S16_1	S19_19	OB8	S16_16	S16_18	S19_7	S19_35	S16_43	CS14B	OB35	S16_60	OB13	S16_46	CS17A	S16_4	S16_25	S16_9	CS5B	S19_15	S19_14	S19_21	S19_41	OB3	OB9	OB34	OB2	S19_30	S16_45	S19_9	CS18A	S19_2	S16_42	CS15A	CS3B	S16_63	CS16A	CS1B	S16_11	S19_6	S19_20	CS4A	CS6A	CS11B	S19_17	S16_62	CS9A
OTU_1466	0	0.041232457968598	0	0	0.0561162983098924	37.5210049576919	0	0	0	0	2.76356379661581	0	0	0.637546996935326	0.866977083903953	0	0	0	0.0380253716043055	2.35452168424849	3.06066413463884	0	0	0	0.218963290905737	0	0.38324319961256	0	0	0	0	0	0	9.03774798927614	1.4872822954517	0	0	0	0	19.6848010508456	0	0	0	0.55285275748915	0	0	0	0.284365866513344	0	0.306724442942615	0	0	0	0	0	4.27536117158124	12.4295069104955	0	0	0	0	0	0	0	0	0.370140669392281	0.685689813154854	0	0	76.9910497237569	0	0	0	0	0	0	0	5.17225775816318	0	0	0	0	0	4.29337414046663	0	0	0	0	0	0	0	1.25619859700048	0	0	0	0	0	0	0	2.87018773602847	0	0	0.0261944168597595	0	0	0	0	0	0.456867933605966	0	0	0	0	0	0	0	0	0	0	0	0.0884533700957562	0	22.6934019163803	0	0	0	0	2.76346979500514	0	1.14855711765041	0	0	0.110333929774824	0	0	0.0374518836372815	0	0	0	0	0	11.3743229817646	0	0	0	0	0	0	0	1	0	0	0	0	0.231706636921361	0	1.61771720613288	1.18010816829714	0	0	0	0	0	0.163761784318234	0.567625727265482	0	0	1.44512080914029	0	0	0	0	0.396158864043205	0	0	0	0	2.04311103994876	0	0	0
OTU_147	1.32551647124511	0	0	0	0	0	0.0832194061766046	0	0	0.0322309112631693	0	0	1.15022757304361	0	0.0541860677439971	0	0	0	0	0	0.248161956862608	1.46213134370381	0	0	0	0	2.01202679796594	0	0	0	0	0.762478745512942	0	0	0	1.22666207371684	1.86982672203924	0.0769347102795662	0.171451269273824	0	0	0	0	28.3965279983063	0	0.156948300938781	0	4.89109290402951	0.699152734357301	0	0	0	0	0.116934292187962	0.517700079959293	0	0	0	0	0.0919549134291358	0	0	0	0.60394830568841	0	0.12338022313076	0	0	0	0	0	0	0.351530108588351	0	0	0.262869094488189	0	0.663109968995279	0	0	0.400377778527338	0	0	0	4.83561613670395	1.16372549019608	0.9291758303202	0.0723163153405629	0	0	0.114360036610627	0	0.438270180458762	0	0	0.0752599543494801	0	12.6055144193297	2.91245460791049	0	1.70179211469534	0	0	0	0	0	0	0	5.76795766177532	0	0.106607190970871	0	0	0	0	0	0	0	0	0	0	0.500907287842343	0	0	0	0	0	0.10766765435085	0.239411052843889	0.202686550173601	0	0.035801538229528	0.496502683986708	0	0	0	0.0715103319477077	0	0.0340700344431688	0.479809208132908	0.411200923787529	0	0	0	0.967893181123229	0	0	0	2.47915760160125	0	0	0	6.54186210131332	0	0	0.698132627554771	0	0.944086534637716	0	0	0.960278294636356	0	0	0.272936307197057	5.58165298477724	0	0.678186930755184	0	0	0	0	0	0.0720288843714919	0.463204448635817	0	0	2.12140482128013	0.0475142102313666	0	0	0
OTU_148	30.8785087051419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.0696541863998	0	0	0	0	0	0	0	0	0	0.0344377393524428	0	0	0	0	0	0	0	0	0	0	0	0	27.933545474728	0	0	0	0	0	0	0	0	9.15454491244111	0	0	0	0	0	0	0	0	0	0	0	0	4.54856300663228	0	0	0	0	0	0	0	0.0694212942655788	0	0	0	47.0998434027076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.7201357162053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02726092600606	0	0	0	0	0	0	0	0	0	0	0.0207321759178398	0	0	0	0	0	0	0	0	0.0328663196367261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53080671830128	0	0	0	0.51035803627267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_149	0	0.247394747811588	3.73313919627257	0.108523233754657	6.08861836662333	0.265478808662914	0.665755249412837	0	0	0.225616378842185	0.444144181598969	0	1.60334752606078	1.12508293576822	0.541860677439971	1.03593803571985	11.3502529981274	0	0.0380253716043055	0.107023712920386	0.413603261437681	0.125325543746041	3.93084640109087	32.7298470891101	0	0.385779286436516	0.0479053999515699	0.0688754787048857	17.8438328016006	0	0.056839131371657	0.986737200075572	0.123346033945272	0.0848614834673816	0.198304306060226	0.367998622115053	0	0.102579613706088	0.171451269273824	0	1.93250943535854	0.684060248853962	0.55464240558518	0.0753890123848841	0.13629056950398	0.052316100312927	0.302122108746142	0	0.0268904897829731	0	0	0.028994357458658	31.674179228255	0.0467737168751847	1.6825252598677	0.140945972689491	0.0358199046411974	4.1127615780446	0.720449142683729	0	0.0560831561540279	0.233972305721185	0.0583149103414395	8.03251246565585	0.144338045295638	0	0	0.514149581287901	1.37787640833049	0.306040515653775	0	0	0	2.28238196049488	0.0599616084057385	0.0292076771653543	0.165239785619823	0.16577749224882	0.55297893265697	0	0.0800755557054677	0.0908395194000153	0.736377735653972	0.235899678047617	0.0522769312076103	0.232745098039216	0	0	3.57093798779623	0.239250201558721	0	0.0717827769714562	0.821756588360179	2.09663433746548	0.0414904400713062	0.03762997717474	0	0.144558651597818	0.232996368632839	0.193495802428886	0	0.128839683056551	1.25733200926845	0.172503996512135	1.2582911833298	0.762424729024488	0	0	0.342650950204474	0.193701044386423	5.29482381821992	6.24259450712456	0.309275664408546	0	0	0.174803033649952	1.92846118437085	0.0207321759178398	0.406556574923547	0.0441838823748371	0	0.100181457568469	0	0	0.0833948080233253	0.453558350581118	0.427262155277439	0	0	0.405373100347202	0.0652610165764082	0.17900769114764	0.634420096205238	4.13062298421321	0.0578939667365751	0.074903767274563	0.0715103319477077	0.070713689979745	0	0	0	0.0380412139858347	0	0.456699477379845	0	0.403238591326011	0	0	0	0	0	0.0771714632454924	1.15990462789243	0.367340623065814	0.529615170105968	0.174533156888693	4.33842341644727	1.3217211484928	0.315967600867019	1.05872688010515	0	0	0	0	0.189208575755161	0.0622508915460457	0.026595565911968	0.389070987076232	0	0	0	0.0572130910493083	0.108043326557238	1.08081038015024	0.0515034494728164	1.72991951243748	3.60145469659185	3.56356576735249	0.0387250424115882	0	0
OTU_15	0	0.824649159371961	0	4.4765833923796	0	0.132739404331457	0	0	347.697078144916	0	94.2572652060034	0	0	0	0	0.110993360969984	0	0	1.14076114812916	0.017837285486731	0	0	0	0	218.831912931194	0	0	222.157856562609	0	0	0	0	0	0	0	0.122666207371684	0	0	0	0	0	0	0.489390357869276	0	0	0	0	22.1236644147382	0	0	0	0.028994357458658	0	0	0	0	0.0358199046411974	0	0.0600374285569774	0	0	141.494751884886	98.3189388356669	0	0	0	0	0	0	0	0.277685177062315	0	0	0	0	0	328.290144080184	0	0	0.138111582989121	35.7136978446386	0	0	0	0	26.719137254902	0	109.559217740953	0	28.7498992206396	68.9305120670552	0	0	0	0	0	0	0	0	0	0	0	0	0.034500799302427	0.0719023533331314	0	0.0733757804290041	0	28.8397883088766	0	136.243990060773	0	0	0	0	0	0.0321410197395142	0	0	0	0	0	0.0270159546623575	0	0	0	0.0328663196367261	0	0	0.168905458478001	0	0	63.3868426556364	0	0	59.735754401464	0	0	0	0.239904604066454	0.0685334872979215	0	0.114052366082152	0.0380582897816538	0	0	0	0	5.62975372030285	0	0	0.0257238210818308	13.9652517198249	0	150.576213050753	0	0	0	78.2696885576301	0	0	572.860158715568	0	7.04175672568407	0	0.249003566184183	0	0	0.0462659806672903	179.791613964078	0	0	0	0	0	0	0	0.427627892082299	2.32350254469529	5.14072910717685	0
OTU_150	0	0.659719327497568	0	0	0	0	0.457706733971325	0.331553955494864	0	0	0	0	0	0	0.0541860677439971	0	0	0	0	0.463769422655006	0	0.250651087492081	0.37574267069251	0	0	0.0857287303192258	0	0	0	6.9601129289127	0	0	0.370038101835816	0	0	0	0.121417319612938	0	3.51475102011339	0.0324831700509003	2.32779545622734	1.89671250818599	2.38169974163048	0.527723086694189	0	0.052316100312927	0	0	4.51760228353949	0	0	0	0	0.0467737168751847	0	0	0	0.651526586620926	0	0	0	0.0584930764302962	0	0.060394830568841	0	0	0.0472889526313693	1.06257580132833	0	0.0874401473296501	0	0.592315369261477	0	0	0	0.350492125984252	0	0.364710482947404	0.122884207257104	0	0.0800755557054677	0	0	2.73643626535236	0	0.0465490196078431	0	0	1.3812118632042	0	0	0	0	0	6.05760425041071	0	0.913266061018554	0.346940763834762	0	0	0	4.31612938239444	0	0	0	4.66985146527499	0.476942572788527	1.10942986333897	0	3.74488685813751	0.0710714606472473	0.160066525823707	0	0	1.90048388244503	0.0874015168249761	0	0.186589583260558	0	13.034245300577	0.353813480383025	0	0	0	0	3.02372233720745	0	0.897230452923747	0	0	0	0	0	0.705228314377864	0	0.074903767274563	0	0	0	0	0.137066974595843	0.114123641957504	0.171078549123228	2.77825515406073	1.45183977168484	0	0.369640205049586	0	0	0	0	1.72349601248266	0	0.122446874355271	0	0.116355437925795	0	0.236021633659429	3.15967600867019	0.0278612336869777	0.0320092764878785	5.41909489230015	0	0.109174522878823	0.709532159081852	0	0.146275612515824	0	3.3311506080449	5.48007842145206	0	0	0	0	0	1.4547050445497	0.049334995843724	0	0.61960067858541	0	0.574756550277075
